#3x3
-0.1,0.2,0.0,-2.5
0.0,0.4,-0.8,2.4
-0.4,0.4,-0.2,-5.4
#4x4
-0.9,0.7,-0.8,-0.4,6.3
0.6,0.4,-0.9,-0.8,-8.1
-0.4,-0.7,-0.8,-0.7,-8.9
-0.1,-0.8,-0.8,0.9,1.4
#10x10
-0.5,0.1,0.9,0.2,-0.8,-0.1,0.9,-0.9,0.1,-0.2,2.3
0.4,-0.5,0.8,-0.3,0.8,-0.6,0.6,0.9,-0.1,0.2,11.2
0.8,-0.6,0.7,-0.6,-0.6,0.5,0.6,0.9,-0.1,0.8,20.8
-0.3,0.5,-0.5,0.8,0.3,0.4,0.9,0.1,0.2,0.2,-8.1
0.3,-0.5,0.9,-0.3,-0.3,0.2,0.0,-0.9,-0.6,-0.1,7.2
-0.9,-0.5,-0.5,-0.5,-0.4,-0.6,0.8,0.7,0.5,0.7,-0.9
-0.2,-0.4,0.3,-0.5,0.4,0.3,0.3,-0.4,-0.9,0.7,-1.6
-0.9,0.1,0.9,0.9,-0.7,-0.4,0.0,0.0,0.1,-0.8,13.1
-0.8,0.0,0.2,-0.8,0.5,0.1,0.8,-0.4,-0.4,-0.2,-9.8
-0.7,-0.4,-0.9,0.6,-0.6,0.9,0.5,-0.1,0.2,-0.6,0.0
#100x100
0.4,-0.2,0.0,0.2,-0.8,-0.3,0.0,0.6,0.5,-0.7,0.2,-0.7,-0.3,0.5,-0.8,-0.8,-0.5,0.0,0.9,0.7,0.7,-0.4,-0.5,0.2,-0.9,-0.6,0.8,-0.3,0.9,0.9,0.2,0.4,0.1,0.6,-0.8,-0.9,-0.3,0.6,0.7,0.9,0.6,0.7,0.8,0.9,-0.6,0.6,0.9,0.5,-0.5,0.0,-0.5,-0.1,-0.6,0.2,0.0,0.4,0.8,-0.9,0.8,0.7,0.6,0.7,-0.2,0.4,-0.7,0.9,0.8,0.5,0.1,0.3,0.5,0.8,0.3,0.0,-0.6,0.9,-0.3,-0.7,0.0,0.6,-0.3,0.2,0.3,0.2,-0.8,-0.4,-0.9,0.8,0.3,-0.5,0.5,-0.6,0.3,0.1,-0.1,-0.9,-0.5,-0.8,0.2,-0.6,-25.7
0.5,0.8,-0.7,-0.9,0.9,0.2,0.4,0.9,0.9,0.8,-0.9,-0.5,-0.9,0.2,-0.9,-0.8,-0.1,-0.4,-0.7,0.7,0.6,-0.1,-0.9,0.7,-0.8,0.2,0.2,0.3,-0.5,-0.8,-0.9,0.9,-0.9,0.5,0.2,-0.1,0.8,-0.1,-0.5,-0.6,-0.4,-0.6,-0.9,-0.2,-0.8,0.0,0.6,0.6,-0.2,-0.9,-0.1,0.8,-0.3,0.9,0.1,0.9,0.0,0.7,-0.2,0.9,-0.4,-0.9,0.7,-0.6,0.2,0.3,-0.8,-0.4,0.8,0.0,0.4,-0.3,0.2,0.5,0.5,-0.5,0.0,0.6,-0.1,0.5,-0.9,-0.8,0.1,-0.8,-0.2,0.8,0.1,0.8,-0.6,0.8,0.0,-0.7,0.4,-0.5,0.3,-0.5,-0.9,0.4,-0.4,0.2,-4.7
-0.9,-0.4,-0.4,-0.8,-0.7,0.9,-0.4,-0.5,0.5,-0.2,-0.9,-0.1,-0.6,-0.3,0.1,-0.3,0.3,0.8,0.7,0.2,0.2,0.2,-0.4,-0.5,0.1,-0.8,-0.7,0.0,0.8,0.6,-0.4,0.5,0.3,-0.5,0.2,0.5,-0.3,-0.5,0.7,0.5,0.7,0.8,0.4,-0.5,-0.9,0.7,-0.6,0.2,0.4,0.1,0.0,-0.8,-0.1,-0.4,-0.7,-0.4,0.6,0.3,-0.5,0.4,0.9,0.3,-0.6,0.9,-0.7,-0.8,-0.4,0.1,-0.5,0.2,-0.5,0.7,0.9,-0.1,-0.3,0.2,0.2,-0.9,0.0,-0.9,-0.4,0.0,0.4,-0.5,0.7,0.1,-0.1,-0.6,0.4,-0.9,0.8,-0.7,-0.1,-0.5,0.9,0.1,0.6,-0.3,-0.2,-0.8,-11.9
0.1,-0.2,0.5,0.5,0.2,0.1,0.5,0.0,0.0,0.3,0.6,0.4,-0.7,0.0,0.2,0.9,0.0,-0.1,-0.9,0.0,0.0,-0.3,0.3,-0.7,-0.9,-0.8,-0.6,0.5,0.9,0.5,0.5,-0.8,0.1,0.8,-0.2,-0.1,-0.8,0.6,-0.7,-0.7,0.6,-0.4,-0.5,0.8,-0.4,0.7,-0.1,0.8,0.7,0.2,0.1,-0.7,0.5,0.7,-0.9,-0.4,-0.5,0.3,-0.4,0.0,-0.9,0.7,-0.4,-0.4,0.2,-0.3,-0.3,-0.1,0.8,0.6,-0.4,0.5,0.9,0.0,0.8,0.6,-0.7,0.1,0.5,-0.2,0.3,-0.9,0.7,-0.6,0.8,0.5,-0.9,-0.5,0.1,0.7,-0.7,-0.6,-0.1,-0.4,0.6,0.3,-0.1,0.8,-0.3,-0.7,-41.9
0.5,-0.8,0.8,0.8,0.8,0.1,-0.5,0.7,-0.3,0.2,0.2,-0.1,0.9,-0.7,-0.8,0.1,0.8,0.0,0.9,0.5,-0.2,-0.8,-0.3,-0.5,-0.1,-0.5,-0.1,0.4,0.9,0.3,0.5,0.6,-0.8,-0.7,-0.5,-0.7,0.7,0.4,0.1,0.4,-0.8,-0.6,-0.2,0.8,-0.4,-0.2,-0.7,-0.1,-0.5,-0.4,-0.1,0.5,0.9,0.6,-0.3,-0.2,-0.5,0.8,0.0,-0.1,0.6,0.9,-0.6,-0.1,-0.2,-0.1,0.0,-0.3,0.4,0.7,-0.3,0.9,-0.4,0.0,-0.5,-0.9,0.8,-0.1,-0.3,0.3,-0.9,-0.5,0.9,-0.4,0.9,-0.8,-0.4,0.4,0.8,0.8,-0.6,-0.2,-0.7,-0.2,0.5,0.7,0.6,-0.7,0.7,-0.4,10.4
-0.9,-0.6,0.8,0.4,-0.8,-0.6,0.3,-0.8,-0.9,-0.5,-0.7,0.1,0.9,-0.6,-0.3,-0.7,-0.9,0.8,-0.6,0.4,0.6,0.5,-0.1,-0.9,-0.1,-0.4,0.1,-0.5,-0.2,0.0,-0.3,0.1,-0.3,-0.1,0.4,-0.4,0.6,0.6,-0.3,-0.4,-0.8,0.6,-0.7,-0.5,-0.2,-0.7,0.9,0.1,-0.6,-0.3,0.3,0.2,0.7,-0.8,0.9,-0.7,-0.8,-0.2,0.6,0.3,0.2,0.8,0.7,0.6,0.1,0.8,0.6,-0.7,-0.9,0.2,-0.4,0.9,-0.2,-0.2,0.0,-0.7,-0.7,0.4,0.1,0.4,-0.2,-0.3,0.6,0.6,-0.3,-0.8,0.9,-0.6,0.8,0.5,0.8,0.2,-0.8,0.0,0.0,-0.3,-0.7,0.0,0.0,-0.2,56.9
0.6,-0.6,0.6,-0.1,-0.6,0.2,0.3,0.7,0.9,0.5,0.5,-0.1,0.2,-0.7,0.8,0.6,-0.3,0.1,0.0,-0.1,-0.9,0.8,0.3,0.0,-0.2,0.0,0.6,-0.6,0.9,0.5,0.3,-0.6,0.1,-0.3,0.6,-0.6,-0.5,0.5,0.0,0.2,0.2,0.6,0.2,-0.7,-0.9,-0.8,-0.1,0.9,0.4,0.4,0.3,0.8,0.8,-0.8,0.6,0.9,-0.5,0.5,0.9,-0.5,-0.1,-0.8,0.5,0.3,-0.3,0.3,0.3,-0.4,-0.1,-0.6,0.3,0.5,0.0,0.8,0.1,0.5,0.9,0.4,-0.7,-0.6,-0.9,-0.6,0.3,0.3,0.2,0.1,0.9,0.8,-0.5,0.8,0.1,-0.4,-0.5,0.9,-0.7,-0.2,0.9,0.8,0.0,-0.9,15.8
-0.4,-0.4,-0.6,-0.5,0.7,0.0,-0.2,-0.6,0.6,0.2,-0.3,-0.1,0.1,-0.7,0.1,0.3,-0.2,-0.2,-0.2,-0.1,0.3,0.1,0.0,0.7,0.5,0.0,0.5,0.0,-0.2,-0.3,0.3,-0.3,-0.7,-0.3,0.2,-0.3,0.9,0.3,0.9,-0.8,-0.1,-0.6,0.7,0.2,-0.2,-0.9,0.0,0.1,-0.2,0.2,-0.1,0.0,0.3,-0.9,-0.9,-0.8,-0.8,-0.2,-0.8,-0.3,-0.3,-0.6,0.7,0.7,0.5,0.2,0.4,0.7,0.5,0.9,0.0,-0.8,0.1,0.0,-0.4,-0.5,-0.5,0.7,0.8,0.8,-0.3,0.0,-0.6,0.4,-0.5,-0.4,0.0,-0.3,-0.5,0.0,-0.4,-0.3,0.6,0.6,-0.2,0.8,-0.7,-0.2,0.5,0.6,25.3
-0.7,-0.1,0.1,-0.2,-0.5,-0.5,-0.5,-0.3,0.7,-0.1,0.1,-0.8,0.4,-0.4,0.4,0.9,0.1,-0.5,-0.9,-0.2,-0.5,0.2,-0.5,0.4,-0.2,0.0,-0.5,0.6,-0.1,-0.9,0.1,0.2,0.5,0.3,0.7,0.1,0.6,0.1,-0.9,0.5,0.7,-0.3,-0.6,-0.9,-0.6,0.6,-0.6,0.9,-0.7,0.4,0.1,0.3,0.1,-0.7,-0.9,-0.4,0.7,0.0,-0.4,-0.5,0.9,-0.6,0.7,-0.8,0.3,-0.5,-0.2,0.3,0.1,-0.3,0.8,-0.3,0.0,-0.1,0.1,0.9,-0.8,0.1,-0.3,-0.3,0.1,0.4,-0.8,-0.2,-0.3,-0.2,-0.6,0.9,-0.8,0.3,0.4,0.0,0.5,0.6,0.2,0.0,-0.1,0.1,0.9,0.0,-27.7
-0.6,0.8,0.5,0.4,-0.2,-0.8,0.0,-0.8,0.0,-0.5,0.7,0.4,-0.5,0.4,-0.7,-0.6,-0.2,-0.2,0.2,0.2,-0.9,0.1,-0.1,-0.6,-0.1,-0.2,0.3,0.0,0.3,0.6,0.6,0.3,0.1,0.2,-0.8,0.2,-0.1,-0.6,-0.3,-0.9,-0.8,-0.5,0.8,0.3,0.3,-0.1,-0.2,-0.8,0.3,0.6,-0.8,0.1,-0.2,0.0,0.6,0.8,0.2,0.8,-0.8,0.6,0.0,0.3,-0.5,0.6,0.9,-0.9,-0.8,0.0,-0.3,0.8,-0.9,0.6,0.8,-0.6,0.7,0.6,-0.9,-0.1,0.8,0.7,0.0,-0.5,0.9,-0.4,-0.6,-0.6,0.3,-0.2,-0.1,0.9,-0.2,0.6,-0.2,-0.8,0.4,0.0,-0.5,0.8,0.9,-0.5,-33.8
